Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides TMT_BP123	Peptides TMT_BP456	Razor + unique peptides TMT_BP123	Razor + unique peptides TMT_BP456	Unique peptides TMT_BP123	Unique peptides TMT_BP456	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity corrected 1 TMT_BP123	Reporter intensity corrected 2 TMT_BP123	Reporter intensity corrected 3 TMT_BP123	Reporter intensity corrected 4 TMT_BP123	Reporter intensity corrected 5 TMT_BP123	Reporter intensity corrected 6 TMT_BP123	Reporter intensity corrected 1 TMT_BP456	Reporter intensity corrected 2 TMT_BP456	Reporter intensity corrected 3 TMT_BP456	Reporter intensity corrected 4 TMT_BP456	Reporter intensity corrected 5 TMT_BP456	Reporter intensity corrected 6 TMT_BP456	Reporter intensity 1 TMT_BP123	Reporter intensity 2 TMT_BP123	Reporter intensity 3 TMT_BP123	Reporter intensity 4 TMT_BP123	Reporter intensity 5 TMT_BP123	Reporter intensity 6 TMT_BP123	Reporter intensity 1 TMT_BP456	Reporter intensity 2 TMT_BP456	Reporter intensity 3 TMT_BP456	Reporter intensity 4 TMT_BP456	Reporter intensity 5 TMT_BP456	Reporter intensity 6 TMT_BP456	Reporter intensity count 1 TMT_BP123	Reporter intensity count 2 TMT_BP123	Reporter intensity count 3 TMT_BP123	Reporter intensity count 4 TMT_BP123	Reporter intensity count 5 TMT_BP123	Reporter intensity count 6 TMT_BP123	Reporter intensity count 1 TMT_BP456	Reporter intensity count 2 TMT_BP456	Reporter intensity count 3 TMT_BP456	Reporter intensity count 4 TMT_BP456	Reporter intensity count 5 TMT_BP456	Reporter intensity count 6 TMT_BP456	Sequence coverage TMT_BP123 [%]	Sequence coverage TMT_BP456 [%]	Intensity	Intensity TMT_BP123	Intensity TMT_BP456	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q9NQR4	Q9NQR4	9	9	9	Omega-amidase NIT2	NIT2	sp|Q9NQR4|NIT2_HUMAN Omega-amidase NIT2 OS=Homo sapiens OX=9606 GN=NIT2 PE=1 SV=1	1	9	9	9	6	5	6	5	6	5	50.7	50.7	50.7	30.608	276	276	1.36	9	5	0	33.466	197890	198820	217130	224090	251460	220880	187430	198870	227380	222670	252990	214510	14	14	14	14	14	14	94227	99723	79928	108150	98279	78758	103660	99096	137200	115940	153190	142120	89272	99050	86532	105650	99529	76739	98158	99818	140850	117010	153460	137770	8	8	8	8	8	8	6	6	6	6	6	6	38.8	22.1	179720000	91629000	88092000	14				3481	2365;2565;5276;7706;8998;12001;13014;20433;24562	True;True;True;True;True;True;True;True;True	2355;2551;5272;7705;9000;12014;13032;20459;24587	6721;7237;14943;21682;21683;21684;25404;34556;37577;58259;69651;69652;69653;69654	6925;7447;15395;22292;22293;22294;26171;35631;38793;60046;71723;71724;71725;71726	6925;7447;15395;22292;26171;35631;38793;60046;71723		
Q9NQT4	Q9NQT4	1	1	1	Exosome complex component RRP46	EXOSC5	sp|Q9NQT4|EXOS5_HUMAN Exosome complex component RRP46 OS=Homo sapiens OX=9606 GN=EXOSC5 PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	10.2	10.2	10.2	25.249	235	235	2		2	0	13.264	8070.7	9190.5	9483.6	9051.7	10010	9305.4	7649.3	9123.1	9929.7	9025.5	10093	9020.4	2	2	2	2	2	2	3043.1	4901.4	3762.7	4299.3	4308	3730.9	5027.6	4289.1	5720.9	4752.4	5701.6	5574.5	2890.9	4774.7	4053.1	4240.5	4352.5	3625.2	4758.5	4348.4	5876.7	4785.1	5740.4	5395.2	1	1	1	1	1	1	1	1	1	1	1	1	10.2	10.2	8716300	3798100	4918200	2				3482	9904	True	9909	28062;28063	28889;28890	28889		
Q9NQT5	Q9NQT5	2	2	2	Exosome complex component RRP40	EXOSC3	sp|Q9NQT5|EXOS3_HUMAN Exosome complex component RRP40 OS=Homo sapiens OX=9606 GN=EXOSC3 PE=1 SV=3	1	2	2	2	0	2	0	2	0	2	7.3	7.3	7.3	29.572	275	275	1	2		0	4.9229	14103	12939	20477	14682	22712	18691	13353	13102	20790	15058	22565	18194	2	2	2	2	2	2	0	0	0	0	0	0	14103	12939	20477	14682	22712	18691	0	0	0	0	0	0	13353	13102	20790	15058	22565	18194	0	0	0	0	0	0	2	2	2	2	2	2	0	7.3	16049000	0	16049000	2				3483	17200;27308	True;True	17230;27342	49388;77558	51003;79827	51003;79827		
Q9NQT8;Q9H1H9	Q9NQT8	11;2	11;2	11;2	Kinesin-like protein KIF13B	KIF13B	sp|Q9NQT8|KI13B_HUMAN Kinesin-like protein KIF13B OS=Homo sapiens OX=9606 GN=KIF13B PE=1 SV=2	2	11	11	11	9	5	9	5	9	5	8	8	8	202.79	1826	1826;1805	1.75	4	12	0	31.399	206490	259120	242770	268790	294330	257370	195820	255660	257460	266080	296360	250000	16	16	16	16	16	16	163710	212970	183860	226040	233690	202120	42779	46151	58909	42754	60637	55249	155280	209560	197060	222410	235780	196400	40534	46101	60398	43674	60574	53592	11	11	11	11	11	11	5	5	5	5	5	5	7	4.5	128050000	87521000	40525000	16				3484	1505;5136;5247;10323;11025;14039;15327;21481;23437;24844;28722	True;True;True;True;True;True;True;True;True;True;True	1495;5131;5242;10329;11035;14059;15351;21510;23461;24870;28762	4233;4234;14588;14867;29234;31490;31491;40413;40414;44116;61071;66343;70462;81751;81752;81753	4366;4367;15037;15318;30100;32452;32453;41756;41757;45605;62905;68310;72551;84252;84253;84254	4367;15037;15318;30100;32452;41756;45605;62905;68310;72551;84252		
Q9NQW7	Q9NQW7	3	3	3	Xaa-Pro aminopeptidase 1	XPNPEP1	sp|Q9NQW7|XPP1_HUMAN Xaa-Pro aminopeptidase 1 OS=Homo sapiens OX=9606 GN=XPNPEP1 PE=1 SV=3	1	3	3	3	3	3	3	3	3	3	8.7	8.7	8.7	69.917	623	623	1.67	2	4	0	27.246	45544	50709	50930	51035	63608	58564	43160	50376	53561	50968	63834	56788	6	6	6	6	6	6	22738	23356	22017	26826	30232	26106	22806	27354	28914	24209	33376	32458	21539	23283	23457	26471	30395	25368	21621	27093	30104	24497	33439	31419	3	3	3	3	3	3	3	3	3	3	3	3	8.7	8.7	52842000	23868000	28974000	6				3485	3754;4655;24072	True;True;True	3742;4647;24097	10516;10517;13125;13126;68191;68192	10793;10794;13536;13537;70225;70226	10793;13536;70226		
Q9NQX3	Q9NQX3	10	10	10	Gephyrin;Molybdopterin adenylyltransferase;Molybdopterin molybdenumtransferase	GPHN	sp|Q9NQX3|GEPH_HUMAN Gephyrin OS=Homo sapiens OX=9606 GN=GPHN PE=1 SV=1	1	10	10	10	7	9	7	9	7	9	21.1	21.1	21.1	79.748	736	736	1.5	8	8	0	58.2	168440	169980	195340	164190	208760	180590	159550	170110	202360	165580	208980	175480	15	15	15	15	15	15	67026	75631	62817	73379	72964	57803	101420	94345	132530	90806	135800	122780	63523	74896	67328	72278	73567	56346	96024	95216	135030	93299	135410	119130	6	6	6	6	6	6	9	9	9	9	9	9	14	17.8	149960000	48086000	101870000	16				3486	77;866;4607;6457;8124;14660;23984;25994;26174;27365	True;True;True;True;True;True;True;True;True;True	74;856;4599;6453;8124;14681;24008;26025;26205;27400	156;157;2374;12993;12994;18302;18303;22896;42157;42158;67933;73804;73805;74329;74330;77712	157;158;2450;13404;13405;18855;18856;23569;43584;43585;69963;75978;75979;76511;76512;79985	157;2450;13404;18856;23569;43585;69963;75979;76512;79985		
Q9NQX4	Q9NQX4	1	1	1	Unconventional myosin-Vc	MYO5C	sp|Q9NQX4|MYO5C_HUMAN Unconventional myosin-Vc OS=Homo sapiens OX=9606 GN=MYO5C PE=1 SV=2	1	1	1	1	1	0	1	0	1	0	0.5	0.5	0.5	202.81	1742	1742	2		1	0.0016142	2.4149	5003.2	7004.4	4730.1	6675.6	6179.9	4999.3	4748	6851.9	5206.6	6516.6	6254.6	4869.5	1	1	1	1	1	1	5003.2	7004.4	4730.1	6675.6	6179.9	4999.3	0	0	0	0	0	0	4748	6851.9	5206.6	6516.6	6254.6	4869.5	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0.5	0	5786300	5786300	0	1				3487	22945	True	22971	65053	67005	67005		
Q9NQZ2	Q9NQZ2	4	4	4	Something about silencing protein 10	UTP3	sp|Q9NQZ2|SAS10_HUMAN Something about silencing protein 10 OS=Homo sapiens OX=9606 GN=UTP3 PE=1 SV=1	1	4	4	4	3	4	3	4	3	4	11.1	11.1	11.1	54.557	479	479	2		7	0	36.422	97440	109120	119630	112770	134810	121070	92344	108510	124790	112790	135390	117490	7	7	7	7	7	7	37540	47376	40922	49521	56711	45852	59901	61742	78704	63250	78103	75215	35601	46683	43849	48913	56880	44662	56743	61827	80937	63876	78515	72829	3	3	3	3	3	3	4	4	4	4	4	4	11.1	11.1	147350000	62834000	84521000	7				3488	5581;7155;13618;20577	True;True;True;True	5577;7152;13637;20603	15771;20098;20099;39277;39278;58619;58620	16248;20690;20691;40588;40589;60412;60413	16248;20690;40588;60413		
Q9NQZ5	Q9NQZ5	2	2	2	StAR-related lipid transfer protein 7, mitochondrial	STARD7	sp|Q9NQZ5|STAR7_HUMAN StAR-related lipid transfer protein 7, mitochondrial OS=Homo sapiens OX=9606 GN=STARD7 PE=1 SV=2	1	2	2	2	1	2	1	2	1	2	5.4	5.4	5.4	43.113	370	370	2		3	0	6.8374	35168	34919	44603	40412	42336	38527	33308	35043	46043	40324	42755	37373	3	3	3	3	3	3	14552	14701	13765	17305	14115	11836	20616	20218	30838	23107	28222	26691	13784	14668	14672	16903	14389	11514	19525	20375	31371	23421	28365	25859	1	1	1	1	1	1	2	2	2	2	2	2	2.2	5.4	36516000	14629000	21887000	3				3489	2146;2498	True;True	2139;2484	6073;7050;7051	6257;7257;7258	6257;7257		
Q9NR12	Q9NR12	4	4	4	PDZ and LIM domain protein 7	PDLIM7	sp|Q9NR12|PDLI7_HUMAN PDZ and LIM domain protein 7 OS=Homo sapiens OX=9606 GN=PDLIM7 PE=1 SV=1	1	4	4	4	3	2	3	2	3	2	15.5	15.5	15.5	49.844	457	457	1.6	2	3	0	19.82	44206	46103	44597	54008	53978	45399	41879	45937	47388	53111	54499	44158	5	5	5	5	5	5	35717	37236	31024	42839	40728	31724	8489.5	8867.1	13572	11169	13251	13675	33836	37032	33538	41866	41129	30944	8042.5	8904.8	13850	11246	13370	13214	3	3	3	3	3	3	2	2	2	2	2	2	13.3	10.5	37459000	21907000	15553000	5				3490	912;2113;2203;23891	True;True;True;True	903;2106;2194;23915	2525;5988;6256;67682;67683	2606;6172;6452;69709;69710	2606;6172;6452;69710		
Q9NR19	Q9NR19	9	9	9	Acetyl-coenzyme A synthetase, cytoplasmic	ACSS2	sp|Q9NR19|ACSA_HUMAN Acetyl-coenzyme A synthetase, cytoplasmic OS=Homo sapiens OX=9606 GN=ACSS2 PE=1 SV=1	1	9	9	9	5	8	5	8	5	8	20.4	20.4	20.4	78.579	701	701	1.29	10	4	0	29.453	195650	209510	246390	207350	249040	222080	185370	209070	254850	208670	250010	215570	13	13	13	13	13	13	65669	81337	63379	79662	68226	57553	129980	128170	183010	127680	180810	164520	62271	80120	68468	77930	69390	55974	123100	128950	186390	130740	180620	159600	5	5	5	5	5	5	8	8	8	8	8	8	14.1	16.5	243190000	95413000	147770000	14				3491	2283;8783;8948;9127;10131;11532;13402;20374;25484	True;True;True;True;True;True;True;True;True	2274;8785;8950;9129;10137;11544;13421;20400;25512	6515;6516;24799;25263;25264;25784;25785;28730;28731;33116;38661;58124;72301;72302	6719;6720;25558;26027;26028;26557;26558;29582;29583;34137;39927;59909;74430;74431	6720;25558;26027;26557;29582;34137;39927;59909;74430		
Q9NR28	Q9NR28	8	8	8	Diablo homolog, mitochondrial	DIABLO	sp|Q9NR28|DBLOH_HUMAN Diablo homolog, mitochondrial OS=Homo sapiens OX=9606 GN=DIABLO PE=1 SV=1	1	8	8	8	8	6	8	6	8	6	49.8	49.8	49.8	27.131	239	239	1.68	8	17	0	35.232	278290	303540	324780	314850	392450	321820	263690	302140	339740	314900	392510	313310	23	23	23	23	22	24	158540	175870	144110	190490	209480	159750	119750	127670	180670	124360	182970	162070	150230	174290	155720	187250	210120	155950	113460	127840	184020	127650	182390	157360	12	13	13	12	13	13	11	10	10	11	9	11	49.8	30.5	782880000	341710000	441170000	25				3492	762;763;2719;14287;14902;16477;17773;24817	True;True;True;True;True;True;True;True	752;753;2705;14307;14923;16507;17795;24843	2078;2079;2080;2081;2082;2083;7684;41034;41035;41036;42830;42831;42832;42833;42834;42835;42836;42837;47304;47305;47306;50885;50886;70396;70397	2149;2150;2151;2152;2153;2154;7911;42385;42386;42387;44260;44261;44262;44263;44264;44265;44266;44267;48875;48876;48877;52535;52536;72484;72485	2149;2154;7911;42387;44264;48875;52536;72485		
Q9NR30;Q9BQ39	Q9NR30	15;1	15;1	15;1	Nucleolar RNA helicase 2	DDX21	sp|Q9NR30|DDX21_HUMAN Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21 PE=1 SV=5	2	15	15	15	13	14	13	14	13	14	24.3	24.3	24.3	87.343	783	783;737	1.6	14	21	0	46.578	555940	590040	637720	587400	718860	624800	526720	588290	665210	588690	720660	607020	33	33	33	33	33	33	278710	304410	248580	307230	332410	260030	277230	285620	389140	280180	386450	364770	264100	301910	267660	302670	333860	253600	262620	286380	397550	286010	386800	353420	16	16	16	16	16	16	17	17	17	17	17	17	20.7	22.9	488610000	231070000	257540000	35				3493	1950;4721;5638;5745;6925;13284;15245;15285;16703;18261;21768;23673;24199;27637;27860	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1943;4713;5634;5741;6922;13303;15268;15309;16733;18283;21796;23697;24224;27673;27896	5491;5492;5493;5494;13303;13304;15937;15938;16220;16221;16222;19518;38327;38328;43873;43874;43875;44000;44001;44002;44003;47946;52239;52240;61786;61787;61788;61789;67062;68566;68567;78609;78610;79208;79209	5662;5663;5664;5665;13716;13717;16419;16420;16703;16704;16705;20102;39580;39581;45347;45348;45349;45484;45485;45486;45487;49524;53918;53919;63627;63628;63629;63630;69054;70611;70612;81030;81031;81636;81637	5665;13717;16420;16705;20102;39580;45349;45484;49524;53919;63629;69054;70611;81031;81636		
Q9NR31	Q9NR31	3	2	2	GTP-binding protein SAR1a	SAR1A	sp|Q9NR31|SAR1A_HUMAN GTP-binding protein SAR1a OS=Homo sapiens OX=9606 GN=SAR1A PE=1 SV=1	1	3	2	2	2	2	1	1	1	1	19.7	15.7	15.7	22.367	198	198	1.5	1	1	0	5.8271	20044	20303	28702	20942	29322	29169	18986	20390	29287	21370	29384	28216	2	2	2	2	2	2	6442.3	7360.2	6691.3	5825	6543.1	6281.2	13601	12943	22011	15117	22779	22888	6106.1	7292.3	7038.2	5841.3	6600	6082.5	12879	13098	22249	15529	22784	22133	1	1	1	1	1	1	1	1	1	1	1	1	14.1	9.6	15467000	5833500	9633900	2				3494	11672;19372;19901	True;True;False	11684;19397;19926	33546;55451;56857;56858	34599;57209;58623;58624	34599;57209;58624		
Q9NR45	Q9NR45	13	13	13	Sialic acid synthase	NANS	sp|Q9NR45|SIAS_HUMAN Sialic acid synthase OS=Homo sapiens OX=9606 GN=NANS PE=1 SV=2	1	13	13	13	12	13	12	13	12	13	54.9	54.9	54.9	40.307	359	359	1.52	26	28	0	92.589	1190100	1179000	1400500	1381700	1509800	1339800	1127200	1181800	1456700	1374600	1521000	1300800	54	54	54	54	54	54	608850	652750	533840	723430	681390	568190	581270	526250	866700	658270	828400	771640	576870	648040	577230	707320	689630	552830	550290	533800	879450	667240	831350	747960	25	25	25	25	25	25	29	29	29	29	29	29	52.1	54.9	2654500000	1247600000	1406900000	54				3495	1481;5255;10251;10273;10719;11059;19408;20162;20784;26153;26350;26714;27926	True;True;True;True;True;True;True;True;True;True;True;True;True	1471;5250;10257;10279;10729;11069;19433;20187;20810;26184;26382;26747;27962	4153;4154;4155;4156;4157;14882;14883;14884;29052;29053;29054;29055;29114;29115;30492;30493;31578;31579;31580;31581;31582;31583;31584;31585;55558;57526;57527;57528;57529;57530;57531;57532;59176;59177;59178;74274;74275;74276;74277;74278;74898;74899;74900;74901;75946;75947;75948;79408;79409;79410;79411;79412;79413;79414	4285;4286;4287;4288;4289;15334;15335;15336;29915;29916;29917;29918;29978;29979;31421;31422;32540;32541;32542;32543;32544;32545;32546;32547;57319;59301;59302;59303;59304;59305;59306;59307;60974;60975;60976;76455;76456;76457;76458;76459;77122;77123;77124;77125;78188;78189;78190;81844;81845;81846;81847;81848;81849;81850	4287;15334;29917;29978;31421;32541;57319;59304;60975;76456;77123;78189;81849		
Q9NR46	Q9NR46	2	1	1	Endophilin-B2	SH3GLB2	sp|Q9NR46|SHLB2_HUMAN Endophilin-B2 OS=Homo sapiens OX=9606 GN=SH3GLB2 PE=1 SV=1	1	2	1	1	2	0	1	0	1	0	5.3	3.3	3.3	43.973	395	395	2		1	0	3.7122	24425	24994	24522	27668	28954	22751	23136	24935	25947	27327	29124	22184	1	1	1	1	1	1	24425	24994	24522	27668	28954	22751	0	0	0	0	0	0	23136	24935	25947	27327	29124	22184	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	5.3	0	14583000	14583000	0	1				3496	2510;2701	True;False	2496;2687	7076;7624	7283;7851	7283;7851		
Q9NR50	Q9NR50	7	7	7	Translation initiation factor eIF-2B subunit gamma	EIF2B3	sp|Q9NR50|EI2BG_HUMAN Translation initiation factor eIF-2B subunit gamma OS=Homo sapiens OX=9606 GN=EIF2B3 PE=1 SV=1	1	7	7	7	3	7	3	7	3	7	22.1	22.1	22.1	50.24	452	452	1.4	6	4	0	28.301	126070	127720	147500	148140	160740	143090	119410	127810	153770	147220	161990	138910	9	9	9	9	9	9	45991	51990	41574	60443	47384	40449	80078	75735	105930	87695	113360	102650	43588	51457	45171	58682	48433	39323	75825	76351	108600	88537	113560	99587	3	3	3	3	3	3	6	6	6	6	6	6	9.5	22.1	101750000	32575000	69173000	11				3497	2802;3421;5135;13480;17636;19807;21927	True;True;True;True;True;True;True	2788;3408;5130;13499;17661;19832;21954	7876;9587;9588;14587;38875;38876;50526;50527;56610;62212	8104;9846;9847;15036;40149;40150;52167;52168;52169;58376;64054	8104;9846;15036;40150;52169;58376;64054		
Q9NR56	Q9NR56	1	1	1	Muscleblind-like protein 1	MBNL1	sp|Q9NR56|MBNL1_HUMAN Muscleblind-like protein 1 OS=Homo sapiens OX=9606 GN=MBNL1 PE=1 SV=2	1	1	1	1	1	1	1	1	1	1	2.8	2.8	2.8	41.817	388	388	2		2	0.00056625	3.0261	59251	71555	73614	61959	66615	76076	56176	70821	76697	62151	67710	73303	2	2	2	2	2	2	28792	39771	35497	36406	36077	40804	30459	31784	38118	25554	30539	35271	27321	39048	37618	36063	36782	39327	28855	31773	39080	26088	30928	33976	1	1	1	1	1	1	1	1	1	1	1	1	2.8	2.8	31466000	17037000	14429000	2				3498	10395	True	10401	29414;29415	30284;30285	30285		
Q9NRD8	Q9NRD8	1	1	1	Dual oxidase 2	DUOX2	sp|Q9NRD8|DUOX2_HUMAN Dual oxidase 2 OS=Homo sapiens OX=9606 GN=DUOX2 PE=1 SV=2	1	1	1	1	0	1	0	1	0	1	0.6	0.6	0.6	175.36	1548	1548	1	1		0.0065196	1.442	73564	63058	83909	105060	98332	133160	69627	63906	87727	102940	101230	127770	1	1	1	1	1	1	0	0	0	0	0	0	73564	63058	83909	105060	98332	133160	0	0	0	0	0	0	69627	63906	87727	102940	101230	127770	0	0	0	0	0	0	1	1	1	1	1	1	0	0.6	3121400000	0	3121400000	1				3499	9334	True	9338	26462	27255	27255		
Q9NRF8	Q9NRF8	3	1	1	CTP synthase 2	CTPS2	sp|Q9NRF8|PYRG2_HUMAN CTP synthase 2 OS=Homo sapiens OX=9606 GN=CTPS2 PE=1 SV=1	1	3	1	1	2	3	0	1	0	1	9	5.5	5.5	65.677	586	586	2		1	0	11.224	10064	8389.3	16455	9636.6	17222	14023	9524.3	8592.7	16481	10089	17039	13655	1	1	1	1	1	1	0	0	0	0	0	0	10064	8389.3	16455	9636.6	17222	14023	0	0	0	0	0	0	9524.3	8592.7	16481	10089	17039	13655	0	0	0	0	0	0	1	1	1	1	1	1	3.6	9	14807000	0	14807000	1				3500	1460;3293;24391	False;True;False	1450;3280;24416	4094;4095;4096;9166;69178;69179;69180;69181;69182	4225;4226;4227;9420;71247;71248;71249;71250;71251	4225;9420;71249		
Q9NRF9	Q9NRF9	1	1	1	DNA polymerase epsilon subunit 3	POLE3	sp|Q9NRF9|DPOE3_HUMAN DNA polymerase epsilon subunit 3 OS=Homo sapiens OX=9606 GN=POLE3 PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	12.2	12.2	12.2	16.859	147	147	2		2	0	5.6145	8949.8	9498.6	8165.3	10329	12253	9309.8	8479.3	9440.9	8775.2	10196	12253	9089.8	2	2	2	2	2	2	4046.8	4549.5	2822.7	5118.2	4139.5	3899.3	4902.9	4949.1	5342.6	5210.3	8113.3	5410.5	3835.3	4492.7	3180.2	4940.2	4236	3778.3	4644	4948.2	5595	5255.3	8017.4	5311.4	1	1	1	1	1	1	1	1	1	1	1	1	12.2	12.2	15109000	5988800	9119700	2				3501	24512	True	24537	69495;69496	71565;71566	71566		
Q9NRG4	Q9NRG4	1	1	1	N-lysine methyltransferase SMYD2	SMYD2	sp|Q9NRG4|SMYD2_HUMAN N-lysine methyltransferase SMYD2 OS=Homo sapiens OX=9606 GN=SMYD2 PE=1 SV=2	1	1	1	1	1	1	1	1	1	1	4.6	4.6	4.6	49.688	433	433	2		2	0.00082942	2.697	7517	8062.5	11399	9829.2	12029	9455.4	7122.3	8071.8	11695	9881.5	12026	9219.8	2	2	2	2	2	2	3210.9	4013.2	3880.6	4165.3	3936.4	3411.4	4306.2	4049.3	7518.2	5663.9	8092.2	6044	3044.9	3962.1	4098	4111.3	3987.6	3314.7	4077.4	4109.7	7597.2	5770.2	8038.3	5905.1	1	1	1	1	1	1	1	1	1	1	1	1	4.6	4.6	5360700	2270300	3090400	2				3502	14719	True	14740	42339;42340	43766;43767	43766		
Q9NRG7	Q9NRG7	4	4	4	Epimerase family protein SDR39U1	SDR39U1	sp|Q9NRG7|D39U1_HUMAN Epimerase family protein SDR39U1 OS=Homo sapiens OX=9606 GN=SDR39U1 PE=1 SV=3	1	4	4	4	3	3	3	3	3	3	21.2	21.2	21.2	31.076	293	293	1.27	8	3	0	23.468	24407	28004	29686	24634	36795	33094	23134	27799	30906	25020	36686	32115	10	10	10	10	10	10	5222.1	8445.3	5018.6	7583.1	9853.7	7837.2	19185	19559	24668	17051	26942	25257	4961.1	8205.1	5626.9	7466.5	9834	7638.5	18173	19594	25279	17553	26852	24477	4	4	4	4	4	4	6	6	6	6	6	6	18.1	18.8	105180000	41406000	63774000	11				3503	863;9531;12901;22231	True;True;True;True	853;9536;12919;22256	2366;2367;2368;26990;37271;37272;37273;37274;37275;37276;63054	2442;2443;2444;27796;38483;38484;38485;38486;38487;38488;64968	2443;27796;38486;64968		
Q9NRG9	Q9NRG9	3	3	3	Aladin	AAAS	sp|Q9NRG9|AAAS_HUMAN Aladin OS=Homo sapiens OX=9606 GN=AAAS PE=1 SV=1	1	3	3	3	3	2	3	2	3	2	8.4	8.4	8.4	59.573	546	546	1	5		0	14.336	7827.2	10055	12590	10810	16376	11819	7423.8	9954.8	13005	10961	16225	11563	5	5	5	5	5	5	6542.9	8231.2	9960.7	8952.4	12925	10374	1284.2	1823.9	2629	1857.7	3450.9	1444.3	6204.9	8152.1	10324	9037.3	12858	10108	1218.9	1802.8	2681.3	1923.6	3366.2	1455.3	3	3	3	3	3	3	2	2	2	2	2	2	8.4	5.5	13605000	9992900	3612100	5				3504	7771;15688;27577	True;True;True	7771;15713;27613	21846;21847;45152;45153;78409	22457;22458;46676;46677;80827	22458;46676;80827		
Q9NRK6;Q03519;Q9NUT2	Q9NRK6;Q03519;Q9NUT2	2;1;1	2;1;1	2;1;1	ATP-binding cassette sub-family B member 10, mitochondrial;Antigen peptide transporter 2;ATP-binding cassette sub-family B member 8, mitochondrial	ABCB10;TAP2;ABCB8	sp|Q9NRK6|ABCBA_HUMAN ATP-binding cassette sub-family B member 10, mitochondrial OS=Homo sapiens OX=9606 GN=ABCB10 PE=1 SV=2;sp|Q03519|TAP2_HUMAN Antigen peptide transporter 2 OS=Homo sapiens OX=9606 GN=TAP2 PE=1 SV=1;sp|Q9NUT2|MITOS_HUMAN Mitochondrial po	3	2	2	2	2	1	2	1	2	1	4.5	4.5	4.5	79.147	738	738;686;735	1.67	1	2	0.00056132	2.9283	1316.6	2253.3	2212	2149.9	3702.8	3109.8	1251.4	2197.1	2331.3	2179.2	3670	3024.9	2	2	2	2	2	2	475.59	848.8	1179.3	1116.7	1609.1	1156.4	841.05	1404.5	1032.8	1033.1	2093.7	1953.4	452.18	831.34	1216.7	1123.9	1596.5	1131.6	799.21	1365.8	1114.6	1055.3	2073.6	1893.3	1	1	1	1	1	1	1	1	1	1	1	1	4.5	3.4	1037000	561200	475800	3				3505	12297;25232	True;True	12312;25259	35465;35466;71544	36593;36594;73645	36593;73645		
Q9NRN7	Q9NRN7	5	5	5	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	AASDHPPT	sp|Q9NRN7|ADPPT_HUMAN L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase OS=Homo sapiens OX=9606 GN=AASDHPPT PE=1 SV=2	1	5	5	5	3	4	3	4	3	4	22.7	22.7	22.7	35.776	309	309	1.5	4	4	0	14.985	100920	104080	120550	117960	129000	110450	95604	104050	125510	117410	129820	107360	8	8	8	8	8	8	29403	37740	32278	43234	34751	29004	71521	66342	88271	74725	94251	81442	27887	37155	34736	42119	35450	28219	67717	66897	90772	75287	94371	79141	3	3	3	3	3	3	5	5	5	5	5	5	12.6	18.8	193460000	77433000	116030000	8				3506	11229;11627;14777;22034;27664	True;True;True;True;True	11239;11639;14798;22061;27700	32137;32138;32139;33378;42481;62529;78672;78673	33125;33126;33127;34409;43908;64373;81093;81094	33127;34409;43908;64373;81094		
Q9NRP0	Q9NRP0	1	1	1	Oligosaccharyltransferase complex subunit OSTC	OSTC	sp|Q9NRP0|OSTC_HUMAN Oligosaccharyltransferase complex subunit OSTC OS=Homo sapiens OX=9606 GN=OSTC PE=1 SV=1	1	1	1	1	0	1	0	1	0	1	8.1	8.1	8.1	16.829	149	149	1	1		0	3.5667	7166	8588	9039.9	6988	13126	14192	6793.8	8505.9	9403.1	7203.2	13086	13695	1	1	1	1	1	1	0	0	0	0	0	0	7166	8588	9039.9	6988	13126	14192	0	0	0	0	0	0	6793.8	8505.9	9403.1	7203.2	13086	13695	0	0	0	0	0	0	1	1	1	1	1	1	0	8.1	4952800	0	4952800	1				3507	26913	True	26947	76522	78773	78773		
